code,input,run,frame_count,avg_latency,min_latency,max_latency,std_latency,avg_fps,avg_det,avg_pose,avg_vis
lt-l,Bild3,1,1,0.2168,0.2168,0.2168,0,4.61,0.1441,0.0475,0.02
lt-l,Bild3,2,1,0.1383,0.1383,0.1383,0,7.23,0.0848,0.0439,0.0066
lt-l,Bild3,3,1,0.0791,0.0791,0.0791,0,12.65,0.0337,0.0333,0.0098
lt-l,Bild3,4,1,0.0787,0.0787,0.0787,0,12.71,0.0407,0.03,0.0063
lt-l,Bild3,5,1,0.118,0.118,0.118,0,8.47,0.0747,0.0333,0.0075
